inchikey	name	is_drug	evidence	moa	support	lpv_5	lpv_4	lpv_3	top1_inchikey	top2_inchikey	top3_inchikey	top1_name	top2_name	top3_name
SPIVRZSUDNHNIY-BFHYXJOUSA-N	Chembl3357207	0	-2	-2	12	1	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
KJHUVPWNXPXUMQ-YNEHKIRRSA-N	Chembl3342331	0	-2	-2	12	1	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
VSZGPKBBMSAYNT-RRFJBIMHSA-N	Oseltamivir	1	3	0	12	1	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
NENPYTRHICXVCS-YNEHKIRRSA-N	Oseltamivir acid	1	-2	-2	12	1	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
ZYHJMOZGMHULPA-BFHYXJOUSA-N	Chembl3357201	0	-2	-2	12	1	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
RQNKQPQSJRCKJX-ARFHVFGLSA-N	Chembl3342480	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
AMAXGSNGTPZEHY-IPMKNSEASA-N	Chembl3357214	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
FDCLDMFEMJHDFZ-DFQSSKMNSA-N	Chembl3342473	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
YZOJCRLYJDNFSE-IPMKNSEASA-N	Chembl3342465	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
QOLCCLLGNLIAMB-CEWLAPEOSA-N	Chembl3342472	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
FYSOMEMGLOCHIM-BFHYXJOUSA-N	Ac1Larrg	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
SNPFQPYAZIIERE-CWPPHPDTSA-N	Carbocyclic Analogue 44	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
MMVFSYQYYBURNA-DJLDLDEBSA-N	Carbocyclic Analogue 32	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
FOEAWVQTXZTPBB-YNEHKIRRSA-N	Chembl3357212	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
QRMRMLPSHCIGNI-XUVXKRRUSA-N	Chembl3342471	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
JMLAIPASNFVHQB-XUVXKRRUSA-N	Chembl3341765	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
AIKMGHKNMALYIK-GVDBMIGSSA-N	Chembl3342463	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
WEUWRQVKQNNAEK-INDMIFKZSA-N	Ac1Nuzfn	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
KNUGSZUEXYAVIX-GVDBMIGSSA-N	Chembl3357213	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
RKUIKBULKBAEKC-CEWLAPEOSA-N	Chembl3342458	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
AQRGYVZHOSSLOY-WNRNVDISSA-N	Ac1Nuzfk	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
BXGDHYRLQOHUCE-JIMJEQGWSA-N	Chembl3342478	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
WLGAALHFJPFRFP-YNEHKIRRSA-N	Chembl3342330	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
NVEHHLIUGKSLBV-QPTUXGOLSA-N	Chembl3357203	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
MAKSKQQRSUORDZ-RRFJBIMHSA-N	Chembl2206458	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
OZNFTOQCIJNMRA-MRUDLTSASA-N	Chembl3342477	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
AOAWHQUBHDEJHU-XUVXKRRUSA-N	Chembl3342474	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
FJQSAGQDEPZFSQ-GVDBMIGSSA-N	Chembl3357209	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
XZTGIIRJMIIWHN-QPTUXGOLSA-N	Chembl3263939	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
LLHTUGRWLRRIHA-JIMJEQGWSA-N	Chembl3342483	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
KYFVIKVFRPMLPH-LSCVPOLPSA-N	Carbocyclic Analog 17	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
BPGZCCJLABIAJA-RCCFBDPRSA-N	Chembl3342470	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
HHWJNIXDCNTTTC-BFHYXJOUSA-N	Chembl3357204	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
UOGXNGRTMXTGCK-WUHRBBMRSA-N	Carbocyclic Analog 20	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
OJIYHXVOKHBHJY-XUVXKRRUSA-N	Chembl3357205	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
MYLKRBMLLOGEBS-NGSVMEPUSA-N	Ac1Larrm	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
PHCJTEBVRGPKRU-IPMKNSEASA-N	Chembl3357210	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
OTCRDVYALLIGLU-BHDDXSALSA-N	Chembl3342466	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
MYLCSLDTDYWTAM-GVDBMIGSSA-N	Chembl3342461	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
XSHYAKVACIHYRB-BHDDXSALSA-N	Chembl3342479	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
DTBDFNJXZHXCFW-CYZMBNFOSA-N	Ac1Larrj	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
ZYPMMXMURLBCLR-IPMKNSEASA-N	Chembl3263937	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
MILZGVDOBKGGQY-XQQFMLRXSA-N	Chembl52723	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
FRYSRHHJWNBUDF-RRFJBIMHSA-N	Chembl2206932	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
DCOVCPHGKHWFHJ-RCCFBDPRSA-N	Chembl3342462	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
GQXORHHJNMOULU-XUVXKRRUSA-N	Chembl3342476	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
MSIIIHISTLWEPM-YNEHKIRRSA-N	Chembl2206456	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
NLOONHWUUBBYCD-YNEHKIRRSA-N	Chembl2206459	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
